Title,Stars Number,Reviews Number,Price before discount and after,Description,Estimated Shipping Time,Manufacturer Sku,Gender,Colorway,Materials,URL
Jordans 1 Spiderman 555088-602,Rated 5.00 out of 5,18,"378.00,189.00","Air Jordans 1 “Origin Story” is a special edition of Michael Jordans’s first signature shoe that celebrates the 2018 release of the Marvel movie “Spider-Man: Into the Spider-Verse.” Using the blueprint of the original “Chicago” colorway that is worn by the character Miles Morales in the film, the design features a white and and red leather upper with a few modifications inspired by Spider-Man. The red leather panels on the upper feature a tonal dot print that is also reflective, referencing Spider-Man’s suit. The “Air” tongue tag is presented in blue and red as another nod to the superhero, while an icy clear outsole completes the colorway. Released on December 14, 2018 to coincide with the opening of the film, Air Jordans 1 “Origin Story” is a must-have for sneaker and comic book aficionados alike.",3-15 Days After Order,555088 602,Mens,GYM RED/BLACK-WHITE-PHOTO BLUE,,https://www.jordanusd.net/product/jordans-1-spiderman/
Air Jordans 1 High ‘Light Smoke Grey’,Rated 5.00 out of 5,27,"378.00,189.00","The Air Jordans 1 “Light Smoke Grey” is a Summer 2020 release that captures the attention of sneaker fans and collectors for its ultra wearable color scheme. Both original and non-original Jordans 1 designs are fueling the shoe’s popularity decades after it was first introduced by Michael Jordans, and this “Light Smoke Grey” look is full proof of that sentiment. The upper combines a clean white leather base that is visible on the perforated toe and mid-panel with Light Smoke Grey suede overlays on the forefoot, eyelets, and heel. Neutral undertones continue on the black leather Swoosh on the mid-panel and black cotton laces. A black Wings logo appears on the red leather overlay sits above the black leather collar. Classic red “ Air” detailing is found on the black tongue tab of the white nylon tongue. Release date: July 11, 2020.",3-15 Days After Order,555088 126,Mens,WHITE/BLACK-LIGHT SMOKE GREY-V,,https://www.jordanusd.net/product/air-jordans-1-high-light-smoke-grey/
Air Jordans 1 Mid Sail Light Blue BQ6472-114,Rated 5.00 out of 5,23,"300.00,150.00","The Air Jordans 1 Mid “UNC” draws inspiration from Michael Jordans’s alma mater for a fresh new look on the mid-top silhouette. The famous University Blue of the University of North Carolina shines bright on this eye-pleasing colorway of the Jordans 1 Mid with the color covering the Swooshes and collar. A white leather base spans the perforated toe, mid-panel and heel. Additional hits of Carolina Blue can be found on the Wings logo on the collar and Jumpman branding on the white nylon tongue tab. Jordans Brand opts for an always classy white rubber midsole and contrasting light blue outsole to finish off the styling of the shoe. The Air Jordans 1 Mid “UNC” was released on January 14, 2020.",3-15 Days After Order,BQ6472 114,Womens,UNIVERSITY BLUE/WHITE,"Boost, Canvas, Cashmere",https://www.jordanusd.net/product/air-jordans-1-mid/
Air Jordans 1 Mid “Milan”CV3044-100,Rated 5.00 out of 5,20,"320.00,160.00","The Air Jordans 1 Mid “Milan” is a February 2020 release by Jordans Brand that is part of the “City Pack” dedicated to three of the world’s fashion capitals. Appearing on the mid-top version of Michael Jordans’s first signature shoe, the “Milan” colorway is inspired by ornate architecture found in Italy’s fashion capital, Milan. Various shades of tan appear on textured leather panels on the upper to give the shoe an upscale look. Sail and Light Bone leather detailing can be found on the mid-panel, Swoosh, and collar, respectively. A tonal embossed “Wings” emblem is located on the light pink collar overlay. The same shade of pink accents the Jumpman branding on the nylon tongue tag. Jordans Brand finishes the look with a MLN branded leather hang tag in reference to the luxurious goods manufactured in Italy. Release date: February 22, 2020.",3-15 Days After Order,CV3044 100,Mens,SAIL/LIGHT BONE-STRING-SHIMMER,,https://www.jordanusd.net/product/air-jordans-1-mid-milancv3044-100/
Jordans 1 High ‘Fearless’ CK5666-100,Rated 5.00 out of 5,27,"378.00,189.00","The Air Jordans 1 “Fearless” color scheme celebrated the tenth anniversary of the Michael Jordans (Michael Jordans) Basketball Hall of Fame inducted speech in 2009. The upper is made of high-quality patent leather, combining the much-loved “UNC” and Chicago Bulls colors. The characteristic of the fusion color system is that the white patent leather on the middle panel is lined with white perforated toes. The forefoot and toe caps are covered in red, while the ankles and heels are painted in Carolina blue patent leather. In sharp contrast with the appearance, the glossy black patent leather Swoosh on the middle panel, the black Air Jordans wing logo and the gold embellishment on the collar. The uniqueness of this design is that the graphics on the insole read “Limits, like fear, usually just an illusion”, and add a line after the bold word “FEAR”. Finishing the look of Jordans 1 “Fear” is a white rubber midsole with a bold red outsole. Release date: November 2, 2019.",3-15 Days After Order,,,,,https://www.jordanusd.net/product/jordans-1-high-fearless/
Air Jordans 1 Mid SE “Satin Grey” 852542-011,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 Mid SE “Satin” is a premium colorway of one of Michael Jordans’s most iconic shoes. Reminiscent of the  Air Jordans 1 High of 2017, the “Satin” Air Jordans 1 Mid features a grey satin finish to the perforated toe and ankle collar. A white leather base on the mid-panel contrasts the black nubuck overlays on the forefoot and heel. An embroidered Smoke Grey Swoosh is included for a premium touch, while a white Wings logo covers the collar. Completing the neutral-based design is a white nylon tongue, white script Jumpman branding printed on the insole, and a white rubber midsole. Release date: December 2019.",3-15 Days After Order,852542 011,Mens,BLACK/SMOKE GREY-SAIL,,https://www.jordanusd.net/product/air-jordans-1-mid-se-satin-grey-852542-011/
Air Jordans 1 Mid “Chile Red” 554724-075,Rated 5.00 out of 5,29,"300.00,150.00","The Air Jordans 1 Mid “Chile Red” is a Chicago Bulls inspired look for Michael Jordans’s first signature shoe in its mid-top silhouette. The Bulls’ red, black, and white team uniform colors are proudly on display on the “Chile Red,” though the aforementioned shade of red is slightly darker than the hue associated with the NBA team. Nonetheless, the arrangement of colors make for yet another versatile Jordans 1 Mid. Black tumbled leather overlays contrast the matte white leather construction of the perforated toe and the upper eyestay, collar, and heel. A Chile Red leather Swoosh appears on either side and a black “Wings” graphic can be found on the collar. Additional branding appears in the form of a red Jumpman on the nylon tongue tag.",3-15 Days After Order,554724 075,Mens,Black/Chile Red-White,,https://www.jordanusd.net/product/air-jordans-1-mid-white-shadow/
Air Jordans 1 Retro High OG “Black Toe” 555088-125,Rated 5.00 out of 5,32,"378.00,189.00","Overshadowed by other original Air Jordans 1 colorways like “Bred”, “Chicago” and “Royal”, this “Black Toe” edition is no less important when it comes to the history of the legendary shoe. Worn on court by Michael Jordans during his rookie season, the Air Jordans 1 Black Toe features a similar look to the Chicago colorway, but takes away some of the red from the upper in favor of black on the eyestay and toe panels. This listing is for the 2016 release of the Black Toe Jordans 1, which disappeared from stock immediately wherever it was released. Grab a pair now before they disappear again.",3-15 Days After Order,555088 125,Mens,WHITE/BLACK-VARSITY RED,,https://www.jordanusd.net/product/air-jordans-1-high-black-red-x-dior/
Air Jordans 1 Retro High OG “Chicago” 555088-101,Rated 5.00 out of 5,25,"378.00,189.00","Air Jordans 1 High “Chicago” is a limited edition collaboration between Marcus Jordans’s sneaker boutique and Jordans Brand on Michael Jordanss iconic first signature shoe. Michael’s son Marcus’s  boutique adds a vintage look to the classic “Chicago” colorway as an ode to Michael’s wearing of the shoe during the 1985 NBA All-Star Game. Memorably, Jordans was “frozen out” at one point in the game by fellow stars Isiah Thomas and Julius Erving, who refused to pass him the ball as part of a “lesson” to teach Jordans, then an up-and-coming rookie. Several subtle nods to the “freeze out” appear on the shoe, beginning with the icy texture covering the red leather overlays found on the forefoot, eyelets, collar, and heel. Elsewhere, white leather appears on the perforated toe and on the mid-panel. Black shoelaces sit atop the white nylon tongue that features a red nylon tongue tag with “Air” branding. A black leather Swoosh is located on either side and a black “Wings” emblem can be found on the collar. Michael Jordans’s signature is printed onto the heel above the sail midsole. The translucent blue outsole dons blue and red stars to finish off the look. Release date: February 10, 2021. Please note: Does not come with additional blue shoe laces.",3-15 Days After Order,DA2728 100,Mens,White/Varsity Red-Sail-Black,,https://www.jordanusd.net/product/trophy-room-x-air-jordans-1-high-og/
Air Jordans 1 MID SE “Pine Green”852542-301,Rated 5.00 out of 5,26,"378.00,189.00",The Air Jordans 1 Mid “Pine Green” was part of the “Rivals Pack” that featured versions of the Jordans 1 in color schemes inspired by rivals of Michael Jordans and the Chicago Bulls. This colorway references the Boston Celtics in Pine Green with Sail and black accents that calls to mind Jordans and the Bulls’ heated contests with the Larry Bird-led squad. The shoe is constructed with soft full-grain leather for a premium look. The Air Jordans 1 Mid “Pine Green” released in December 2018.,3-15 Days After Order,852542 301,Mens,PINE GREEN/BLACK-SAIL,,https://www.jordanusd.net/product/air-jordans-1-mid-se-pine-green852542-301/
Air Jordans 1 Mid “Shattered Backboard”  554724-058,Rated 5.00 out of 5,23,"300.00,150.00","The Air Jordans 1 Mid “Shattered Backboard” is the mid-top version of the enormously popular “Shattered Backboard” colorway originally seen on the Jordans 1 High. The “Shattered Backboard” colorway remains one of the most sought-after non-OG designs of the Air Jordans 1. Trimmed down ever so slightly, the Air Jordans 1 Mid “Shattered Backboard” features many of the same styling cues of the high-top silhouette. Covering the upper is a white leather base with black nubuck overlays on the toe, forefoot and eyelets. An eye-grabbing Starfish shade of orange leather is the highlight here and is featured on the collar, heel, and Swoosh. A black nylon tongue with Jumpman branding in Starfish and a white rubber midsole with a black outsole completes the look. Release date: Fall 2019",3-15 Days After Order,554724 058,Mens,BLACK/WHITE-STARFISH,,https://www.jordanusd.net/product/air-jordans-1-mid-shattered-backboard-554724-058/
Air Jordans 1 High OG “Satin Black Toe” CD0461-016,Rated 5.00 out of 5,29,"378.00,189.00","The Women’s Air Jordans 1 “Satin Black Toe” is a special construction of the original colorway of the Jordans 1 with satin paneling on the heel. Following the same blueprint of the “Satin Shattered Backboard” colorway that was also a women’s exclusive, this “Satin Black Toe” edition features a black and white leather upper with red satin at the heel. The Air Jordans “wings” logo on the ankle is presented in a metal medallion to complete the premium look. The Women’s Air Jordans 1 “Satin Black Toe” released on August 17, 2019 in limited quantities.",3-15 Days After Order,CD0461 016,Womens,BLACK/BLACK-WHITE-VARSITY RED,,https://www.jordanusd.net/product/air-jordans-1-retro-high-wmns-satin-black-toe/
Air Jordans 1 Retro High OG SE “Satin” 861428-061,Rated 5.00 out of 5,28,"378.00,189.00","The Air Jordans 1 High “Satin Bred” is a special edition of the iconic colorway reconstructed with a satin upper. Inspired by the classic Air Jordans “Flight Suit” warm-up outfit worn by Michael Jordans in 1985, the satin construction takes the legendary black and red colorway of the AJ1 to new heights with a glowing sheen. Other premium details include a white leather quilted sockliner, embroidered “Wings” logos on the heels, and metal lace eyelets. The Air Jordans 1 High “Satin Bred” received a special surprise release only at a pop-up shop in New York City on October 18, 2016 and was limited to only 501 individually numbered pairs. The shoe instantly became one of the most legendary Air Jordans releases ever, and is still one of the most coveted sneakers on the market.",3-15 Days After Order,917359 001,Mens,BLACK/UNIVERSITY RED-WHITE,Satin,https://www.jordanusd.net/product/air-jordans-1-high-satin/
Air Jordans 1 Mid “UNC   554724-106,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 Mid “UNC” applies the team uniform colors of the UNC Tarheels to the mid-top version of Michael Jordans’s legendary shoe. Jordans’s alma mater has served as inspiration for countless Jordans models throughout the line’s history and routinely ranks among the top colorways of any sneaker on the market. The upper features a white leather base that appears on both the toe and mid-panel. University Blue leather overlays cover the forefoot, collar, and heel. The hue reappears on the leather   dotting the mid-panel. A white Wings logo on the collar and classic Jumpman branding on both the tongue and heel provides additional styling.",3-15 Days After Order,554724 106,Mens,WHITE/UNIVERSITY BLUE-WHITE,,https://www.jordanusd.net/product/air-jordans-1-mid-unc-554724-106/
Air Jordans 1 Mid GS “Obsidian”554725-174,Rated 5.00 out of 5,22,"378.00,189.00","The Air Jordans 1 Mid “Obsidian” is the grade school sizing of the mid-top release of the Air Jordans 1 model. Just like its adult sizing counterparts, elegant obsidian tumbled leather overlays stand out against the white tumbled leather upper. A metallic gold Jumpman logo sits atop an obsidian and white nylon tongue. The look is finish with an obsidian Swoosh and outsole, and white midsole and laces. The Air Jordans 1 Mid “Obsidian” for kids released August 1st, 2019.",3-15 Days After Order,554725 174,Youth,WHITE/METALLIC GOLD-OBSIDIAN,,https://www.jordanusd.net/product/air-jordans-1-mid-gs-obsidian554725-174/
Air Jordans 1 High ‘Court Purple’ 555088-501,Rated 5.00 out of 5,34,"378.00,189.00","The Air Jordans 1 High “Court Purple” continues the legacy of one of the most beloved Jordans Brand silhouettes. Utilizing the same color blocking as the popular “Bred Toe” Jordans 1, this 2018 release replaces the red accents with Court Purple. The shoe is constructed with a premium full-grain leather upper. The final result for the Air Jordans 1 High “Court Purple” is a new and refreshing twist on the legendary model that still retains an OG feel.",3-15 Days After Order,555088 501,Mens,COURT PURPLE/BLACK-SAIL,,https://www.jordanusd.net/product/air-jordans-1-high-court-purple/
Air Jordans 1 High WMNS “Tie-Dye” 822949-106,Rated 5.00 out of 5,22,"378.00,189.00","The Women’s Air Jordans 1 High “Tie-Dye” is the women’s sizing of the summer-ready design of Michael Jordans’s first signature shoe. Released in Summer 2020, this lively colorway displays a tropical aesthetic with blue and green tie-dye leather overlays on the forefoot, collar, and heel. Black leather appears on the perforated toe box and white leather covers the mid-panel. Additional design elements include black leather Swooshes on each side, a black Wings logo on the collar, and a black nylon tongue. A white midsole and black outsole finish off the look. Release date: June 26, 2020.",3-15 Days After Order,CD0461 100,Womens,WHITE/BLACK-AURORA GREEN,"Boost, Canvas, Cashmere",https://www.jordanusd.net/product/air-jordans-1-high-wmns-tie-dye/
Air Jordans 1 Retro High OG “Shattered Backboard” 555088-005,Rated 5.00 out of 5,20,"378.00,189.00","Released in 2015, the “Shattered Backboard” Air Jordans 1 High is inspired by an exhibition game Michael Jordans participated in back in 1985 in Trieste, Italy where he broke the glass backboard after a dunk. Constructed in high quality tumbled leather in the original high­top silhouette of the Air Jordans 1, the orange, black, and white colorway is taken from the team uniform MJ wore during the game and modeled after the OG “Black Toe” AJ1 color block. Highly limited upon its initial release, the “Shattered Backboard” Air Jordans 1 disappeared quickly and is now one of the most sought after non­original colorways of the legendary shoe.",3-15 Days After Order,555088 005,Mens,BLACK/STARFISH-SAIL,Leather,https://www.jordanusd.net/product/air-jordans-1-retro-high-og-shattered-backboard/
Air Jordans 1 Mid ‘Metallic Gold’ DC1419-700,Rated 5.00 out of 5,22,"300.00,150.00","The Air Jordans 1 Mid SE “Metallic Gold” is a flashy colorway of Michael Jordans’s legendary first signature shoe in its mid-top version. Released in November 2020, the Special Edition (SE) “Metallic Gold” continues both and Jordans Brand’s love for the luxurious metallic theme, having previously been used on iconic models such as the Air Force 1, Air Max 1, and Jordans 1. As for the design of this shoe, smooth white leather panels on the perforated toe and mid-panel form the base of the upper. Metallic Gold leather overlays come into play on the forefoot, eyelets, collar, and heel, cutting a premium look for the Jordans 1 Mid. Elsewhere, a black leather  appears on either side and a black “Wings” logo can be found on the collar. Black shoe laces sit on top of the white nylon tongue that features a white nylon tongue tag with classic Jumpman detailing. The Air Jordans 1 Mid SE “Metallic Gold” is a Holiday 2020 release from Jordans Brand. Release date: November 30, 2020.",3-15 Days After Order,DC1419 700,Mens,METALLIC GOLD/BLACK-WHITE,,https://www.jordanusd.net/product/air-jordans-1-high-metallic-gold/
Air Jordans 1 Mid SE GS “Ice Cream”DD1666-100,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 Mid SE GS “Ice Cream” is a youth-sized, summer-inspired colorway of Michael Jordans’s first signature shoe. With drippy green-and-pink paint on the Swoosh and collar, respectively, the “Ice Cream” makeup of the popular Jordans 1 Mid is inspired by the delicious warm weather treat. A golden honeycomb design appears on the collar for the full ice-cream-melting-from-an-ice-cream-cone effect. An embroidered pink “Wings” graphic is stitched onto the collar and pink nylon pull tab can be found on the heel. A white leather base balances out the look. Jordans Brand places a pink Jumpman on the tag stitched onto the white nylon tongue. The final references to ice cream take place on the bottom of the shoe where a white midsole and contrasting tan outsole mimics the look of vanilla ice cream inside of an ice cone.",3-15 Days After Order,,,,,https://www.jordanusd.net/product/air-jordans-1-mid-se-gs-ice-cream/
Air Jordans 1 Retro High OG “Bio Hack” 555088-201,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 High “Bio Hack” is a daring new colorway of Michael Jordans’s first signature shoe that loosely resembles a special collaboration in Jordans Brand’s history. The “Bio Hack” pulls inspiration from Undefeated’s mid-2000s  SB Dunk colorway in which various contrasting colors were joined together to form one of the most daring Jordans 1s of the era. Differing slightly from the “OG” look it draws favorably from, the “Bio Hack” nonetheless displays a totally mixed-up appearance, beginning with a Baroque Brown collar and heel that looks to have been used on Travis Scott’s Air Jordans 1 from 2019. Elsewhere, a Metallic Silver leather Swoosh appears on the black nubuck mid-panel, and the perforated toe is finished off in teal suede. The vibrant Laser Orange nylon tongue and tonal laces add a welcomed burst of color. Release date: September 2020.",3-15 Days After Order,555088 201,Mens,BAROQUE BROWN/BLACK-LASER ORAN,"Boost, Canvas, Cashmere",https://www.jordanusd.net/product/air-jordans-1-retro-high-og-biohack/
Air Jordans 1 Mid “Triple White”   554724-129,Rated 5.00 out of 5,22,"320.00,160.00",Air Jordans 1 Mid 554724 129,3-15 Days After Order,554724 129,Mens,WHITE/WHITE-WHITE,,https://www.jordanusd.net/product/air-jordans-1-mid-triple-white-554724-129/
Air Jordans 1 Retro High OG BG “Shadow” 555088-013,Rated 5.00 out of 5,23,"378.00,189.00","The Air Jordans 1 GS “Shadow” is the kids’ version for the 2018 retro of the original black and grey colorway. Just like the men’s sizing, this kids’ version is presented in OG form, featuring a black and grey leather upper with “Air” branding on the tongue. Thanks to the versatility of the black and grey color scheme that can be worn with virtually any outfit, this is one of the most popular Air Jordans 1 colorways ever and a must-have for any young Air Jordans collector. The youth Air Jordans 1 “Shadow” released in April 2018 and sold out quickly.",3-15 Days After Order,575441 013,Youth,BLACK/MEDIUM-GREY-WHITE,"Leather, Rubber",https://www.jordanusd.net/product/air-jordans-1-high-og-fresh-mint/
Jordans 1 Retro High “Homage To Home” 555088-001,Rated 5.00 out of 5,14,"378.00,189.00","Classic Air Jordans 1 colorways have been combined before, but never quite like this. In spring 2018 Jordans Brand paid respect to the city of Chicago with the Air Jordans 1 “Homage to Home.” The sneaker is split down the middle with the the iconic “Bred” and “Chicago” colorways applied to each half. This model is part of the initial release that was sold exclusively in the Chicago area in an edition of 2,300 individually numbered pairs. The Chicago-exclusive version has “From” and “For” printed on the heels as another ode to the city where Michael Jordans became a legend.",3-15 Days After Order,AR9880 023,Mens,BLACK/UNIVERSITY RED – WHITE,"Leather, Rubber",https://www.jordanusd.net/product/jordans-1-retro-high-homage-2-home/
Air Jordans 1 High ‘UNC to Chicago’ CD0461-046,Rated 5.00 out of 5,22,"338.00,169.00","The Women’s Air Jordans 1 “UNC to Chicago” celebrates Michael Jordans’s basketball careers with the University of North Carolina and Chicago Bulls by combining familiar tones related to each team into one bold colorway. Jordans Brand pulls out all of the stops to ensure this monumental design lives up to the billing by using a rich black tumbled leather on the mid-panel, eyelets and toe cap. Contrasting “Chicago” red covers the perforated leather toe. Elsewhere, Carolina Blue leather highlights the Swoosh, heel and Wings logo located on the collar. The women’s-exclusive Jordans 1 “UNC to Chicago” receives a classic white midsole and red outsole to complete the design. Release date: February 14, 2020.",3-15 Days After Order,CD0461 046,Womens,BLACK/DARK POWDER BLUE/GYM RED,,https://www.jordanusd.net/product/air-jordans-1-high-unc-to-chicago/
Air Jordans 1 Retro High OG ‘Shattered Backboard 3.0’ 555088-028,Rated 5.00 out of 5,24,"378.00,189.00","The Air Jordans 1 OG “Shattered Backboard 3.0” is the third release of the immensely sought-after “Shattered Backboard” colorway of the Air Jordans 1. The “Shattered Backboard” theme draws inspiration from an exhibition game in Italy in which Michael Jordan played during his rookie season. During the game, Jordans famously broke the glass of the backboard following a monstrous dunk. The first two iterations of the “Shattered Backboard” were a success due to their use of premium materials and eye-catching orange and black colorways. The “Shattered Backboard 3.0” falls in line with previous versions of the sneaker and adds new design features to stand out on its own. One noticeable difference is that a crinkled glossy patent leather upper replaces the leather found on the first two “Shattered Backboard” models. The black crinkled glossy leather is featured on the mid-panel, toe, and ankle collar. Pale Vanilla Starfish crinkled glossy leather adds bursts of color around the toe, quarter panel, Swoosh, and lateral heel. A black leather Wings logo sits near the collar. A vintage-inspired yellow sole gives the sneaker a lovingly worn in appearance. Release date: Fall 2019.",3-15 Days After Order,555088 028,Mens,BLACK/PALE-VANILLA STARFISH,,https://www.jordanusd.net/product/air-jordans-1-retro-high-og-shattered-backboard-3-0/
Jordans 1 Mid “Clot – Fearless”,Rated 5.00 out of 5,21,"378.00,189.00","The Edison Chen x Air Jordans 1 Mid “Fearless” is the CLOT designer’s reimagining of Michael Jordans’s first signature shoe as part of the massive “Fearless” campaign of winter 2019. Inspired by the Chinese concept of yin and yang, CLOT’s traditional “Royale Silk” material is applied throughout the upper of the shoe. The repeating pattern is contrasted by a black embroidered  on the mid-panel and a tonal embroidered Wings logo on the collar. When worn, the silver nylon woven upper reveals an underlying black and gold premium construction. Detailing includes a   and Chinese coin tied into the black cotton laces, which is located on the throat of the shoe. A white rubber midsole and red outsole with branding finishes off the look. The Edison Chen x Air Jordans 1 Mid “Fearless” was released on December 6, 2019 in limited quantities.",3-15 Days After Order,CU2804 100,Mens,SILVER/BLACK-RED,,https://www.jordanusd.net/product/jordans-1-mid-clot-fearless/
Air Jordans 1 Retro High OG ‘Reverse Shattered Backboard’ 555088-113,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 High OG “Reverse Shattered Backboard” released in 2016 as a follow up to the original color concept. This Jordans 1 takes inspiration from the colors of a uniform that Michael Jordans wore while participating in an exhibition game in Italy in 1985. In the game, Jordans broke a plexiglass backboard after a dunk. The black, orange, and white color scheme was first used on the Air Jordans 1 “Shattered Backboard” in 2015, and then returned in this second “Reverse Shattered Backboard” iteration, which features more orange and less black on the leather paneling. The colorway is also known as “Shattered Backboard Away.” Just like the original, the Air Jordans 1 High OG “Reverse Shattered Backboard” has become one of the most coveted releases for the model ever.",3-15 Days After Order,555088 113,Mens,SAIL/BLACK-STARFISH,"Leather, Rubber",https://www.jordanusd.net/product/air-jordans-1-retro-high-og-reverse-shattered-backboard/
Air Jordans1 Mid “Sanded Purple”  554724-445,Rated 5.00 out of 5,25,"320.00,160.00","The Air Jordans 1 Mid “Sanded Purple” is a clean look for fans of the mid-top version of Michael Jordans’s first sneaker with  . Like the high-top, the Air Jordans 1 Mid sports a timeless look that can be worn with a variety of looks and styles, making it an ideal design for those looking to add a throwback icon to their sneaker rotation. The upper features a white leather base on the mid-panel with stealthy Sanded Purple leather covering the perforated toe, ankle collar, and heel. Contrasting Obsidian nubuck overlays appear on the forefoot, eyelets, and ankle collar. A dark blue leather Swoosh sits on the mid-panel with an Obsidian Air Jordans wings logo appearing on the collar. Completing the design is a white rubber midsole with a blue outsole. The Air Jordans 1 Mid “Sanded Purple” was released in Summer 2019.",3-15 Days After Order,554724 445,Mens,OBSIDIAN/SANDED PURPLE/WHITE,,https://www.jordanusd.net/product/air-jordans1-mid-sanded-purple-554724-445/
Air Jordans 1 MID SE “Crimson Tint/Hyper Pink”852542-801,Rated 5.00 out of 5,21,"320.00,160.00","The Air Jordans 1 Mid “Crimson Tint” is a unique and vibrant look for the classic mid-top Jordans 1. The premium edition features a white leather base with Crimson Tint suede overlays. Black nylon is utilized for the paneling around the ankle and the Swooshes. Hyper Pink hits are found on the laces and outsole to complete the eye-catching mix of pastel, dark, and bright shades across the silhouette. The Air Jordans 1 Mid “Crimson Tint” released in spring 2019.",3-15 Days After Order,852542 801,Mens,CRIMSON TINT/HYPER PINK-BLACK,,https://www.jordanusd.net/product/air-jordans-1-mid-se-crimson-tint-hyper-pink852542-801/
Air Jordans 1 Retro High OG NRG “Union – Storm Blue” BV1300-146,Rated 5.00 out of 5,28,"340.00,170.00","The  Air Jordans 1 “Storm Blue” is one of two special editions of Michael Jordans’s first signature shoe from the Los Angeles menswear boutique. The cut and paste theme of the collaboration by Union combines two original colorways of the Air Jordans 1 into one shoe. For the “Storm Blue” colorway, the design combines the body of the original white and blue version with the red and black ankle of the “Bred” colorway. The colorway has a vintage look with yellowed leather that has a distressed treatment around the ankle paneling. A “UN/LA” patch is added to each ankle to complete the unique construction. The  Air Jordans 1 “Storm Blue” was released in limited quantities in November 2018.",3-15 Days After Order,BV1300 146,Mens,WHITE/STORMBLUE-VARSITY RED,,https://www.jordanusd.net/product/jordans-1-retro-high-union-los-angeles-blue-toes/
Jordans 1 High ‘Not For Resale’,Rated 5.00 out of 5,42,"378.00,189.00","The Air Jordans 1 “Not For Resale – Maize” is one of two versions of the special graphic edition of Michael Jordans’s first signature shoe that encourages users to wear their pairs. The unique colorway features numerous messages across the upper that provide tongue-in-cheek references to sneaker culture, including “NOT FOR RESALE” on the midsole and “NO PHOTOS,” “PLEASE CREASE,” and “WEAR ME” across the upper. More statements are found on the interior, including “GENERAL RELEASE” and “NO L’s.” This colorway features a black, white, and yellow color palette. The Air Jordans 1 “Not For Resale – Yellow” released in December 2018.",3-15 Days After Order,861428 107,Mens,SAIL/BLACK-VARSITY MAIZE,,https://www.jordanusd.net/product/jordans-1-high-not-for-resale/
Air Jordans 1 Mid SE “Coral Stardust   852542-600,Rated 5.00 out of 5,20,"230.00,165.00","The Air Jordans 1 Mid “Coral Stardust” is a special edition of the classic mid-top Jordans 1. This premium colorway features a unique and striking look in a Coral Stardust shade of pink across the leather and suede upper, laces, and rubber sole unit. The predominantly tonal treatment is broken up by Club Gold for the side Swooshes, Air Jordans “wings” logos on the heels, and Jumpman logos on the tongue patches. The Air Jordans 1 Mid “Coral Stardust” released during the summer of 2019.",3-15 Days After Order,852542 600,Mens,CORAL STARDUST/CLUB GOLD,,https://www.jordanusd.net/product/air-jordans-1-mid-se-coral-stardust-852542-600/
Air Jordans 1 Retro High OG ‘Sail’ 575441-114,Rated 5.00 out of 5,34,"378.00,189.00","Once again, Jordans Brand dresses the Air Jordans 1 High in a tonal look. The second ever “Premium Essentials” release sees MJ’s first signature sneaker return in Sail, a clean  colorway. The result is a simple shoe that you can dress up or wear casually. A textured tumbled leather appears throughout the upper. The famous “Wings” logo maintains its usual resting place on the ankle.  branding on the tongue features a hit of red, the lone deviation from the monochromatic color scheme. We’d say this is the perfect AJ 1 for summer ’17 and beyond.",3-15 Days After Order,555088 114,Mens,SAIL/UNIVERSITY RED,"Leather, Rubber",https://www.jordanusd.net/product/air-jordans-1-retro-high-og-sail/
Air Jordans 1 Mid X CLOT White CU2804-100,Rated 5.00 out of 5,20,"300.00,150.00","The Edison Chen x Air Jordans 1 Mid “Fearless” is the CLOT designer’s reimagining of Michael Jordans’s first signature shoe as part of the massive “Fearless” campaign of winter 2019. Inspired by the Chinese concept of yin and yang, CLOT’s traditional “Royale Silk” material is applied throughout the upper of the shoe. The repeating pattern is contrasted by a black embroidered Swoosh on the mid-panel and a tonal embroidered Wings logo on the collar. When worn, the silver nylon woven upper reveals an underlying black and gold premium construction. Detailing includes a Swoosh and Chinese coin tied into the black cotton laces, which is located on the throat of the shoe. A white rubber midsole and red outsole with Nike branding finishes off the look. The Edison Chen x Air Jordans 1 Mid “Fearless” was released on December 6, 2019 in limited quantities.",3-15 Days After Order,CU2804 100,Mens,SILVER/BLACK-RED,,https://www.jordanusd.net/product/air-jordans-1-high-x-clot-white/
Air Jordans 1 MID “Top 3”   554724-124,Rated 5.00 out of 5,20,"378.00,189.00","The Air Jordans 1 Mid “Top 3” is an alternative take on the popular “Top 3” colorway of the Air Jordans 1 High. Remixed on this mid-top Jordans 1, the original “Chicago,” “Bred,” and “Royal” colorways are represented across this eye-catching leather and synthetic nubuck construction. Unlike the initial “Top 3” AJ1 High, this Mid features a symmetric color block for both sides of the shoe. The Air Jordans 1 Mid “Top 3” released in late 2018.",3-15 Days After Order,554724 124,Mens,WHITE/BLACK-HYPER ROYAL,,https://www.jordanusd.net/product/air-jordans-1-mid-top-3-554724-124/
